"sub","name","size"
"Office of the Assistant Secretary for Policy","XEROX CORPORATION",8761.92
"Office of the Chief Economist","ICF INCORPORATED LLC",619897
"Office of the Chief Economist","EASTERN RESEARCH GROUP INC",108657
"Office of the Chief Economist","INFINITY CONFERENCE GROUP INC",65604.09
"Office of the Chief Economist","INTERACTIVE DATA CORPORATION",64416
"Office of the Chief Economist","APPLIED RESEARCH ASSOCIATES INC",59978.49
"Office of the Chief Economist","THOMSON REUTERS MARKETS LLC",50546.4
"Office of the Chief Economist","UNIVERSITY OF FLORIDA LEADERSHIP AND EDUCATION FOUNDATION INC",35000
"Office of the Chief Economist","DELL MARKETING LP",26737.34
"Office of the Chief Economist","COPPER RIVER INFORMATION TECHNOLOGY LLC",25126.98
"Office of the Chief Economist","SYNNEX CORPORATION",23893.75
"Office of the Chief Financial Officer","OH CONSULTING INCORPORATED",999276.51
"Office of the Chief Financial Officer","BLUE TECH INC",986074.26
"Office of the Chief Financial Officer","TOYAKOI VENTURES LLC",983307.46
"Office of the Chief Financial Officer","COMPUCURE INC",942894.28
"Office of the Chief Financial Officer","DLT SOLUTIONS LLC",921864.55
"Office of the Chief Financial Officer","DELL MARKETING LP",907313.33
"Office of the Chief Financial Officer","GUIDEHOUSE LLP",885014.86
"Office of the Chief Financial Officer","GRANT THORNTON LLP",870713.28
"Office of the Chief Financial Officer","FREEDOM INTERIOR SOLUTIONS LLC",777361.84
"Office of the Chief Financial Officer","CONCUR TECHNOLOGIES INC",742525.41
"Office of the Chief Human Capital Officer","VISIONARY INTEGRATION PROFESSIONALS LLC",665424.8
"Office of the Chief Human Capital Officer","MANAGED CARE ADVISORS INC",344421.16
"Office of the Chief Human Capital Officer","KARSUN SOLUTIONS LLC",164582.82
"Office of the Chief Human Capital Officer","TRAINING CONNECTION INC THE",141916.29
"Office of the Chief Human Capital Officer","COMPSYCH EMPLOYEE ASSISTANCE PROGRAMS INC",97200
"Office of the Chief Human Capital Officer","FREEMAN EXPOSITIONS LLC",53220.7
"Office of the Chief Human Capital Officer","OFFSPRING SOLUTIONS LLC",48000.16
"Office of the Chief Human Capital Officer","TCS INTERPRETING INC",48000
"Office of the Chief Human Capital Officer","LRP PUBLICATIONS INC",36501
"Office of the Chief Human Capital Officer","GPC CONSOLIDATED REPORTING",27660
"Office of the Chief Information Officer","OBXTEK INC",990887.4
"Office of the Chief Information Officer","TECH DATA GOVERNMENT SOLUTIONS LLC",980298.56
"Office of the Chief Information Officer","KP SOFT INC",961909.15
"Office of the Chief Information Officer","STERLING COMPUTERS CORPORATION",959994.71
"Office of the Chief Information Officer","THUNDERCAT TECHNOLOGY LLC",947494.61
"Office of the Chief Information Officer","SKILLSOFT CORPORATION",921065.06
"Office of the Chief Information Officer","VALIDATEK-CITI LLC",900960.8
"Office of the Chief Information Officer","LS3 INC",900024.21
"Office of the Chief Information Officer","SIRIUS COMPUTER SOLUTIONS INC",847661.22
"Office of the Chief Information Officer","ALVAREZ LLC",841156.52
"Office of the Chief Procurement Officer","THE MITRE CORPORATION",923809.53
"Office of the Chief Procurement Officer","AEEC LLC",789082.76
"Office of the Chief Procurement Officer","COMPUSEARCH SOFTWARE SYSTEMS INC",780128.89
"Office of the Chief Procurement Officer","JOHNSON CONTROLS SECURITY SOLUTIONS LLC",779285
"Office of the Chief Procurement Officer","AECOM MANAGEMENT SERVICES INC",606809.48
"Office of the Chief Procurement Officer","RACK-WILDNER & REESE INC",547148.8
"Office of the Chief Procurement Officer","TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA THE",490427.82
"Office of the Chief Procurement Officer","CSRA LLC",428967.35
"Office of the Chief Procurement Officer","SOLUTIONS THROUGH INNOVATIVE TECHNOLOGIES INC",352646.4
"Office of the Chief Procurement Officer","GRANT THORNTON LLP",273899.89
"Office of the Chief Readiness Support Officer","MOI INC",976600.98
"Office of the Chief Readiness Support Officer","ANTARES GROUP INCORPORATED",684920.12
"Office of the Chief Readiness Support Officer","SYSTEMS KINETICS INTEGRATION INC",554860.8
"Office of the Chief Readiness Support Officer","GRANT THORNTON LLP",472726.1
"Office of the Chief Readiness Support Officer","GLOBAL RESOURCE SOLUTIONS INC",295000
"Office of the Chief Readiness Support Officer","SERVICE SOURCE INC",246898
"Office of the Chief Readiness Support Officer","PERSPECTA ENTERPRISE SOLUTIONS LLC",151247.52
"Office of the Chief Readiness Support Officer","RHG GROUP INC",141942.18
"Office of the Chief Readiness Support Officer","TELLING YOUR STORY LLC",66987.66
"Office of the Chief Readiness Support Officer","PANAMERICA COMPUTERS INC",59483.04
"Office of the Chief Security Officer","BRUINWAVE SOLUTIONS LLC",682901.2
"Office of the Chief Security Officer","TSYMMETRY INC",465368.48
"Office of the Chief Security Officer","ADVANCED RESOURCE TECHNOLOGIES INC",401321.16
"Office of the Chief Security Officer","PANAMERICA COMPUTERS INC",335850.63
"Office of the Chief Security Officer","AKIRA TECHNOLOGIES INC",299415.48
"Office of the Chief Security Officer","ANACAPA MICRO PRODUCTS INC",208256.97
"Office of the Chief Security Officer","CHARON TECHNOLOGIES LLC",191085
"Office of the Chief Security Officer","ENVISION CMOSXRAY LLC",185621.7
"Office of the Chief Security Officer","DELL FEDERAL SYSTEMS LP",181788.5
"Office of the Chief Security Officer","RESEARCH ELECTRONICS INTERNATIONAL LLC",128640
"Office of the Comptroller of the Currency","AAA COMPLETE BUILDING SERVICES INC",920267.18
"Office of the Comptroller of the Currency","HEITECH SERVICES INC",902086.22
"Office of the Comptroller of the Currency","TRUETANDEM LLC",848539.85
"Office of the Comptroller of the Currency","MOODYS ANALYTICS INC",841230
"Office of the Comptroller of the Currency","COLLABORATIVE SOLUTIONS LLC",831967.2
"Office of the Comptroller of the Currency","CW GOVERNMENT TRAVEL INC",810000
"Office of the Comptroller of the Currency","NATIONAL CAPITOL CONTRACTING LLC",723933.93
"Office of the Comptroller of the Currency","OPEN TEXT INC",710223.92
"Office of the Comptroller of the Currency","INTEGRATED FEDERAL SOLUTIONS INC",680369.41
"Office of the Comptroller of the Currency","BLUE TECH INC",675411.68
"Office of the Deputy Under Secretary for Congressional Affairs","BLOOMBERG FINANCE LP",62550
"Office of the Deputy Under Secretary for Congressional Affairs","AT&T MOBILITY LLC",6980.4
"Office of the Deputy Under Secretary for Congressional Affairs","LEADERSHIP DIRECTORIES INC",5950
"Office of the Deputy Under Secretary for Congressional Affairs","OMNI BUSINESS SYSTEMS-FAX PLUS INC",4553.04
"Office of the General Counsel","CEREBRAL GROUP LLC",141787.44
"Office of the Inspector General","INFLOWLOGISTICS LLC",980954.56
"Office of the Inspector General","MAXIMUS FEDERAL SERVICES INC",954976.72
"Office of the Inspector General","UNICOM GOVERNMENT INC",938348.3
"Office of the Inspector General","NCS TECHNOLOGIES INC",925265.1
"Office of the Inspector General","SOLUTION PLANNING AND CONTRACT ENVIRONMENT INC",846691.51
"Office of the Inspector General","DELL FEDERAL SYSTEMS LP",774590.81
"Office of the Inspector General","RMA ASSOCIATES LLC",738346.73
"Office of the Inspector General","ACTIONABLE INTELLIGENCE TECHNOLOGIES INC",699500
"Office of the Inspector General","ENTERPRISE RESOURCE PLANNING INTERNATIONAL LLC",687011.63
"Office of the Inspector General","CELLCO PARTNERSHIP",664658.53
"Office of the Inspector General for Tax Administration","GOVERNMENT ACQUISITIONS INC",698315.9
"Office of the Inspector General for Tax Administration","EXECUTIVE INFORMATION SYSTEMS LLC",542620.46
"Office of the Inspector General for Tax Administration","GOVPLACE",433722.15
"Office of the Inspector General for Tax Administration","CELLCO PARTNERSHIP",378669.54
"Office of the Inspector General for Tax Administration","MCCARTHY BUILDING COMPANIES INC",311448
"Office of the Inspector General for Tax Administration","I TECH AG LLC",291265.04
"Office of the Inspector General for Tax Administration","FCN INC",289210.41
"Office of the Inspector General for Tax Administration","ISOFT SOLUTIONS LLC",246295.18
"Office of the Inspector General for Tax Administration","NEW TECH SOLUTIONS INC",232967.08
"Office of the Inspector General for Tax Administration","CARAHSOFT TECHNOLOGY CORP",222491.41
"Office of the Judicial Officer","URBAN SERVICES GROUP INC",2828.48
"Office of the Secretary","DISYS SOLUTIONS INC",979093.51
"Office of the Secretary","THUNDERCAT TECHNOLOGY LLC",928147.33
"Office of the Secretary","TERATHINK CORPORATION",859000
"Office of the Secretary","YOUR RECRUITING COMPANY INC",855219.42
"Office of the Secretary","DELL FEDERAL SYSTEMS LP",851168.46
"Office of the Secretary","TRIUMPH ENTERPRISES INCORPORATED",836127.91
"Office of the Secretary","MANAGED CARE ADVISORS INC",812000
"Office of the Secretary","FREEALLIANCECOM LLC",794559.8
"Office of the Secretary","ACTIONET INC",757473.88
"Office of the Secretary","QUALITY ELEVATOR CO INC",641179.8
"Office of the Solicitor","DELOITTE FINANCIAL ADVISORY SERVICES LLP",580000
"Office of the Solicitor","HRWORX LLC",324500
"Office of the Solicitor","COUNTERTRADE PRODUCTS INC",203006.7
"Office of the Solicitor","ORIORDAN BETHEL LAW FIRM LLP THE",194880
"Office of the Solicitor","SHI INTERNATIONAL CORP",151390.46
"Office of the Solicitor","WEST PUBLISHING CORPORATION",143882
"Office of the Solicitor","LAW MANAGER INC",133076.85
"Office of the Solicitor","ARDELLE ASSOCIATES INC",131080.63
"Office of the Solicitor","GRADILLAS COURT REPORTERS INC",122589.98
"Office of the Solicitor","CELLCO PARTNERSHIP",114456.77
"Office of the Special Trustee for American Indians","CNI TECHNICAL SERVICES LLC",775759.14
"Office of the Special Trustee for American Indians","KPMG LLP",684791.87
"Office of the Special Trustee for American Indians","SHI INTERNATIONAL CORP",312823.18
"Office of the Special Trustee for American Indians","WESTWIND COMPUTER PRODUCTS INC",290243.73
"Office of the Special Trustee for American Indians","CARAHSOFT TECHNOLOGY CORP",217282.89
"Office of the Special Trustee for American Indians","ALMY GLOUDEMANS JACOBS & DENNE",125600
"Office of the Special Trustee for American Indians","CAROLE HOUK INTERNATIONAL",121130
"Office of the Special Trustee for American Indians","CELLCO PARTNERSHIP",99126.55
"Office of the Special Trustee for American Indians","GRANT THORNTON LLP",93486.4
"Office of the Special Trustee for American Indians","THIMGAN & ASSOCIATES",89815
"Office of the Under Secretary for Management","KONIAG INFORMATION SECURITY SERVICES LLC",970827.2
"Office of the Under Secretary for Management","BOOZ ALLEN HAMILTON INC",902610.62
"Office of the Under Secretary for Management","ALLCLEAR ID INC",851737.82
"Office of the Under Secretary for Management","CARNEY INC",790668.23
"Office of the Under Secretary for Management","GUIDEHOUSE LLP",681797.8
"Office of the Under Secretary for Management","STRATEGIC ALLIANCE BUSINESS GROUP JOINT VENTURE",608440.8
"Office of the Under Secretary for Management","AEEC LLC",604969.65
"Office of the Under Secretary for Management","E3 FEDERAL SOLUTIONS LLC",519198.47
"Office of the Under Secretary for Management","SAVVEE CONSULTING INC",517430.04
"Office of the Under Secretary for Management","TEXAS A&M AGRILIFE RESEARCH",449649
"Office of the Under Secretary for Science and Technology","NEWPORT SENSORS INC",999999.66
"Office of the Under Secretary for Science and Technology","UNIVERSITY OF MISSISSIPPI",999246
"Office of the Under Secretary for Science and Technology","CAPITAL BRAND GROUP LLC",986711.55
"Office of the Under Secretary for Science and Technology","CONSTELLATION SOFTWARE ENGINEERING CORP",977500
"Office of the Under Secretary for Science and Technology","DELL FEDERAL SYSTEMS LP",973092.41
"Office of the Under Secretary for Science and Technology","GLOBAL SYSTEMS TECHNOLOGIES INC",909475.83
"Office of the Under Secretary for Science and Technology","ADVENTIUM ENTERPRISES LLC",894536
"Office of the Under Secretary for Science and Technology","NBAF DESIGN PARTNERSHIP",892279.21
"Office of the Under Secretary for Science and Technology","OPEN GEOSPATIAL CONSORTIUM INC",871600.72
"Office of the Under Secretary for Science and Technology","3U TECHNOLOGIES LLC",870380
"Offices, Boards and Divisions","RENAISSANCE ASSOCIATES LTD",988075
"Offices, Boards and Divisions","DIVERSIFIED REPORTING SERVICES INC",987961.25
"Offices, Boards and Divisions","STAFFING ONE INC",986000.55
"Offices, Boards and Divisions","BRUINWAVE SOLUTIONS LLC",981019.34
"Offices, Boards and Divisions","BURGOYNE APPRAISAL COMPANY LLC",980707
"Offices, Boards and Divisions","KATMAI TECHNICAL SERVICES LLC",978021.12
"Offices, Boards and Divisions","SWORD & SHIELD ENTERPRISE SECURITY INC",958969.03
"Offices, Boards and Divisions","HALFF ASSOCIATES INC",954465
"Offices, Boards and Divisions","TSRC INC",950756.5
"Offices, Boards and Divisions","HUANGS INC",950498
"Overseas Private Investment Corporation","IRON VINE SECURITY LLC",901030.05
"Overseas Private Investment Corporation","WIDEPOINT INTEGRATED SOLUTIONS CORP",834697.57
"Overseas Private Investment Corporation","DLA PIPER LLP US",826000
"Overseas Private Investment Corporation","WOMBLE BOND DICKINSON US LLP",825500
"Overseas Private Investment Corporation","DELTA RESEARCH ASSOCIATES INC",730667.64
"Overseas Private Investment Corporation","CARAHSOFT TECHNOLOGY CORP",700052.64
"Overseas Private Investment Corporation","SUMMIT CONSULTING LLC",620003.12
"Overseas Private Investment Corporation","TORREYCOVE CAPITAL PARTNERS LLC",608000
"Overseas Private Investment Corporation","ORACLE AMERICA INC",544371.95
"Overseas Private Investment Corporation","KELLY ANDERSON & ASSOCIATES INC",481690.72
"Peace Corps","DYNAMIC SYSTEMS INC",879253.32
"Peace Corps","ALVAREZ LLC",865041.86
"Peace Corps","DIDLAKE INC",754434.42
"Peace Corps","SYSTEGRA INC",701667.6
"Peace Corps","ADVANCED COMPUTER CONCEPTS INC",691899.8
"Peace Corps","ADTRAV CORPORATION",666698
"Peace Corps","UNIQUE COMP INC",641998.97
"Peace Corps","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",563073.4
"Peace Corps","OBXTEK INC",549559.16
"Peace Corps","WILLIAMS ADLEY & COMPANY - DC LLP",530169.76
"Pension Benefit Guaranty Corporation","WASHINGTON BUSINESS DYNAMICS LLC",998400
"Pension Benefit Guaranty Corporation","CASTRO & COMPANY LLC",904539.13
"Pension Benefit Guaranty Corporation","MERCER INVESTMENT CONSULTING LLC",871250
"Pension Benefit Guaranty Corporation","BERT W SMITH JR & CO CHARTERED",870526.61
"Pension Benefit Guaranty Corporation","CSRA LLC",869579
"Pension Benefit Guaranty Corporation","B&M CONSULTING GROUP INC",835638.8
"Pension Benefit Guaranty Corporation","CHICKASAW HEALTH CONSULTING LLC",815904
"Pension Benefit Guaranty Corporation","MFS INSTITUTIONAL ADVISORS INC",812243.42
"Pension Benefit Guaranty Corporation","TYGART TECHNOLOGY INC",807299.8
"Pension Benefit Guaranty Corporation","CARAHSOFT TECHNOLOGY CORP",746739.36
"Pipeline and Hazardous Materials Safety Administration","BOOZ ALLEN HAMILTON INC",880037.43
"Pipeline and Hazardous Materials Safety Administration","OCONUS SECURITY LLC",843000
"Pipeline and Hazardous Materials Safety Administration","FACTOR INC",767790
"Pipeline and Hazardous Materials Safety Administration","GOVSOLUTIONS INC",756969.62
"Pipeline and Hazardous Materials Safety Administration","A-P-T RESEARCH INC",717034.36
"Pipeline and Hazardous Materials Safety Administration","UNIVERSAL CONSULTING SERVICES INC",690545
"Pipeline and Hazardous Materials Safety Administration","FREEALLIANCECOM LLC",631257.6
"Pipeline and Hazardous Materials Safety Administration","DUN & BRADSTREET INC",572364.36
"Pipeline and Hazardous Materials Safety Administration","GLOBAL EXECUTIVE STAFFING LLC",549400
"Pipeline and Hazardous Materials Safety Administration","TRUSTEES OF THE COLORADO SCHOOL OF MINES",535126
"President's Committee on Employment of the Handicapped","DEVELOPMENT INFOSTRUCTURE INC",849090.8
"President's Committee on Employment of the Handicapped","SOCIAL DYNAMICS LLC",100029.15
"President's Committee on Employment of the Handicapped","SYLVER RAIN CONSULTING LLC",55361.2
"President's Committee on Employment of the Handicapped","GRAFIK INDUSTRIES LTD",20543.26
"President's Committee on Employment of the Handicapped","PROXY PERSONNEL LLC",16100
"President's Committee on Employment of the Handicapped","CELLCO PARTNERSHIP",12308.54
"President's Committee on Employment of the Handicapped","INSIGHT MANAGEMENT CONSULTING LLC",10684
"President's Committee on Employment of the Handicapped","SAFETY RESEARCH CORP OF AMERICA LLC",9300
"President's Committee on Employment of the Handicapped","SANDOW CONSTRUCTION INC",8800
"President's Committee on Employment of the Handicapped","OMNI BUSINESS SYSTEMS-FAX PLUS INC",6637.92
"Pretrial Services Agency","SALVATION ARMY GA THE INC",962359.2
"Pretrial Services Agency","SIEMENS HEALTHCARE DIAGNOSTICS INC",790000
"Pretrial Services Agency","COMPREHENSIVE TREATMENT SERVICES INC",457318.75
"Pretrial Services Agency","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",447000
"Pretrial Services Agency","SUMMIT CONSULTING LLC",443912
"Pretrial Services Agency","AMERICAN JUSTICE SOLUTIONS INC",389371
"Pretrial Services Agency","WISCONSIN AVENUE PSYCHIATRIC CENTER INC",307505
"Pretrial Services Agency","DIDLAKE INC",298527.86
"Pretrial Services Agency","SHI INTERNATIONAL CORP",276036.34
"Pretrial Services Agency","PHOENIX HOUSES OF THE MID-ATLANTIC INC",268909.96
"Privacy and Civil Liberties Oversight Board","HIGHLIGHT TECHNOLOGIES LLC",614610.77
"Privacy and Civil Liberties Oversight Board","ACCURATE CONCEPTIONS LLC",160124.3
"Privacy and Civil Liberties Oversight Board","TRIBALCO LLC",87061.92
"Privacy and Civil Liberties Oversight Board","CASTRO & COMPANY LLC",78417.81
"Privacy and Civil Liberties Oversight Board","ROWE CONTRACTING SERVICE INC",57493.92
"Privacy and Civil Liberties Oversight Board","AT&T MOBILITY LLC",40708.36
"Privacy and Civil Liberties Oversight Board","IMMIXTECHNOLOGY INC",25676.53
"Privacy and Civil Liberties Oversight Board","LAZ PARKING LTD LLC",23800
"Privacy and Civil Liberties Oversight Board","OMNI BUSINESS SYSTEMS-FAX PLUS INC",23246.73
"Privacy and Civil Liberties Oversight Board","ENTERPRISE TECHNOLOGY SOLUTIONS INC",7507.5
"Public Buildings Service","ROBBERT CONSTRUCTION INC",999999
"Public Buildings Service","ULTRA TECHNOLOGIES INC",998623.46
"Public Buildings Service","WOLD ARCHITECTS INCORPORATED",995948.51
"Public Buildings Service","WATERMARK ENVIRONMENTAL INCORPORATED",995935
"Public Buildings Service","GOODWILL INDUSTRIES OF KENTUCKY INC",995511.48
"Public Buildings Service","ESPIRE SERVICES LLC",993915.23
"Public Buildings Service","BAZILIO COBB ASSOCIATES PC",993443.34
"Public Buildings Service","MILCON CONSTRUCTION LLC",990678.85
"Public Buildings Service","NORTHERN CHEYENNE CONTRACTORS",990521.93
"Public Buildings Service","SOLAR TURBINES INCORPORATED",980921
"Railroad Retirement Board","GUROO LLC",996019.35
"Railroad Retirement Board","WILSON 5 SERVICE COMPANY INC",938651.6
"Railroad Retirement Board","INTERNATIONAL BUSINESS MACHINES CORPORATION",855304.88
"Railroad Retirement Board","PARAGON SYSTEMS INC",838662
"Railroad Retirement Board","AT&T CORP",705000
"Railroad Retirement Board","EPOCH CONCEPTS LLC",638378
"Railroad Retirement Board","CMC & MAINTENANCE INC",630042.8
"Railroad Retirement Board","DELL FEDERAL SYSTEMS LP",556205.88
"Railroad Retirement Board","KONICA MINOLTA BUSINESS SOLUTIONS USA INC",509645.85
"Railroad Retirement Board","UNITED STATES POSTAL SERVICE",415059.55
"Risk Management Agency","EAGLE HILL CONSULTING LLC",733974.66
"Risk Management Agency","DELL MARKETING LP",409077.67
"Risk Management Agency","CLIFTONLARSONALLEN LLP",206422.34
"Risk Management Agency","OLIVER WYMAN ACTUARIAL CONSULTING INC",148800
"Risk Management Agency","HILLAH AYAYI E",131248
"Risk Management Agency","POE TIMOTHY A",104667.13
"Risk Management Agency","RIVIDIUM INC",93663.81
"Risk Management Agency","REGENTS OF THE UNIVERSITY OF MINNESOTA",81250
"Risk Management Agency","MAXON FURNITURE INC",76597.56
"Risk Management Agency","MBA ACTUARIES LLC",73854
"Rural Housing Service","STAFFORD CONSULTING COMPANY INC",940627.2
"Rural Housing Service","STERN & EISENBERG SOUTHERN PC",920475
"Rural Housing Service","NCALL RESEARCH INC",900000
"Rural Housing Service","TIMOTHY D PADGETT PA",831360
"Rural Housing Service","LISTA DESIGN STUDIO INC",652811.71
"Rural Housing Service","J TYLER MCCAUGHN PLLC",643850
"Rural Housing Service","UNITECH CONSULTING LLC",598491.28
"Rural Housing Service","BRODERICK & BRODERICK",546082.05
"Rural Housing Service","CORELOGIC SOLUTIONS LLC",533000
"Rural Housing Service","SAYER LAW GROUP PC THE",528043.27
"Saint Lawrence Seaway Development Corporation","CAVOTEC CANADA INC",673885
"Saint Lawrence Seaway Development Corporation","DOW ELECTRIC INC",526231.42
"Saint Lawrence Seaway Development Corporation","QUALITY CONTROL SERVICES LLC",452658
"Saint Lawrence Seaway Development Corporation","NKB & RAM-TECH JV",339461.91
"Saint Lawrence Seaway Development Corporation","DONJON-SMIT LLC",278175
"Saint Lawrence Seaway Development Corporation","SHOTCRETE MONTANA LLC",276992
"Saint Lawrence Seaway Development Corporation","CONSTRUCTION SOLUTIONS GROUP LLC",250000
"Saint Lawrence Seaway Development Corporation","PATTERSON-STEVENS INC",227500
"Saint Lawrence Seaway Development Corporation","MCKEIL MARINE LIMITED",223600
"Saint Lawrence Seaway Development Corporation","GLOBAL EXECUTIVE STAFFING LLC",105000
"Securities and Exchange Commission","RAND CORPORATION THE",976685
"Securities and Exchange Commission","FOUR LLC",931920.12
"Securities and Exchange Commission","RAICH ENDE MALTER & CO LLP",925000
"Securities and Exchange Commission","MORNINGSTAR INC",914130
"Securities and Exchange Commission","AFFIGENT LLC",869204.89
"Securities and Exchange Commission","BUREAU OF NATIONAL AFFAIRS INC THE",837115.8
"Securities and Exchange Commission","CORESPHERE LLC",792155.64
"Securities and Exchange Commission","BEHMKE REPORTING AND VIDEO SERVICES INC",790508.38
"Securities and Exchange Commission","PAE PROFESSIONAL SERVICES LLC",789813.06
"Securities and Exchange Commission","ONYX GOVERNMENT SERVICES LLC",767347.2
"Selective Service System","QWEST GOVERNMENT SERVICES INC",366800
"Selective Service System","ART Z GRAPHICS INC",338340.68
"Selective Service System","MIDTOWN PERSONNEL INC",338168
"Selective Service System","HR SOURCE THE",321040
"Selective Service System","EN-NET SERVICES LLC",244300
"Selective Service System","CDW GOVERNMENT LLC",211378.38
"Selective Service System","LEON SNEAD & CO PC",204428.08
"Selective Service System","FCN INC",191741.97
"Selective Service System","INTERIOR BUSINESS CENTER",128829
"Selective Service System","CARAHSOFT TECHNOLOGY CORP",114891.11
"Small Business Administration","SYNERGY SOLUTIONS INCORPORATED",968776.76
"Small Business Administration","TRANSOURCE SERVICES CORP",961720
"Small Business Administration","CARTRIDGE TECHNOLOGIES INC",923117.54
"Small Business Administration","BIXAL SOLUTIONS INCORPORATED",920436.84
"Small Business Administration","AT&T MOBILITY LLC",893015.1
"Small Business Administration","MYTHICS INC",808089.07
"Small Business Administration","MCS OF TAMPA INC",787724.32
"Small Business Administration","ZENTECH",783982.72
"Small Business Administration","PTG INTERNATIONAL INC",777956.35
"Small Business Administration","IMMIXTECHNOLOGY INC",759799.92
"Smithsonian Institution","CONSOLIDATED EDISON COMPANY OF NEW YORK INC",992000
"Smithsonian Institution","BELT BUILT CONTRACTING LLC",986438.12
"Smithsonian Institution","CFM PROJECT CONSULTING GROUP INC",971106.97
"Smithsonian Institution","CONSTRUCCIONES ELECTROMECANICAS SA",969866.59
"Smithsonian Institution","BUILDING MAINTENANCE SERVICE LLC",931246.53
"Smithsonian Institution","CONSTELLATION NEWENERGY INC",861554
"Smithsonian Institution","ARCHITRAVE PC ARCHITECTS",855974.47
"Smithsonian Institution","CLC CABLING SERVICE INC",850800
"Smithsonian Institution","SIERRITA MINING & RANCHING",839308.25
"Smithsonian Institution","UNITED DEVELOPMENT USA INC",828135.91
"Social Security Administration","DIAZ DATA SERVICES LLC",977007.25
"Social Security Administration","LEXMARK INTERNATIONAL INC",973419.34
"Social Security Administration","ADMIRAL ELEVATOR COMPANY INC",969571.8
"Social Security Administration","HEALTH OHIO DEPARTMENT OF",965952.2
"Social Security Administration","SYNCSORT INCORPORATED",953155
"Social Security Administration","MICROPACT GLOBAL INC",948332.39
"Social Security Administration","HEALTH PENNSYLVANIA DEPARTMENT OF",940946.29
"Social Security Administration","GOVERNMENT ACQUISITIONS INC",938799.22
"Social Security Administration","SAWYER CONSULTING LLC",937226.82
"Social Security Administration","PUBLIC HEALTH ILLINOIS DEPARTMENT OF",923846.2
"Special Inspector General for the Troubled Asset Relief Program (TARP)","MID-ATLANTIC PARKING SERVICES INC",88776
"Special Inspector General for the Troubled Asset Relief Program (TARP)","LIFE SAFETY GROUP LLC",87840
"Special Inspector General for the Troubled Asset Relief Program (TARP)","COMPREHENSIVE HEALTH SERVICES LLC",60000
"Special Inspector General for the Troubled Asset Relief Program (TARP)","CORELOGIC SOLUTIONS LLC",39306
"Special Inspector General for the Troubled Asset Relief Program (TARP)","RELX INC",26319.12
"Special Inspector General for the Troubled Asset Relief Program (TARP)","WEST PUBLISHING CORPORATION",23261.28
"Special Inspector General for the Troubled Asset Relief Program (TARP)","TRANSPORTATION VIRGINIA DEPARTMENT OF",22000
"Special Inspector General for the Troubled Asset Relief Program (TARP)","TRUSTED TRANSLATIONS INC",20000
"Special Inspector General for the Troubled Asset Relief Program (TARP)","MINBURN TECHNOLOGY GROUP LLC",17851.76
"Special Inspector General for the Troubled Asset Relief Program (TARP)","BALL AND BALL COMMUNICATIONS INCORPORATED",15000
"Substance Abuse and Mental Health Services Administration","A-G ASSOCIATES INC",986425
"Substance Abuse and Mental Health Services Administration","JBS INTERNATIONAL INC",978819
"Substance Abuse and Mental Health Services Administration","DEVELOPMENT SERVICES GROUP INC",951423
"Substance Abuse and Mental Health Services Administration","SOCIAL SOLUTIONS INTERNATIONAL INC",940751
"Substance Abuse and Mental Health Services Administration","HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES",818832.97
"Substance Abuse and Mental Health Services Administration","MAYATECH CORPORATION THE",633545
"Substance Abuse and Mental Health Services Administration","ALTARUM INSTITUTE",315518
"Substance Abuse and Mental Health Services Administration","XA SYSTEMS LLC",267769.74
"Substance Abuse and Mental Health Services Administration","TFC CONSULTING INC",165513
"Substance Abuse and Mental Health Services Administration","REPAINTEX COMPANY",122519.06
"Surface Transportation Board","M ARTHUR GENSLER JR & ASSOCIATES INC",353968.14
"Surface Transportation Board","DAE SUNG LLC",115854.26
"Surface Transportation Board","HAWORTH INC",91179.88
"Surface Transportation Board","HERMAN MILLER INC",78519.74
"Surface Transportation Board","FARR BUILDERS",21901
"Surface Transportation Board","MIRADOR ENTERPRISES INC",9658
"Surface Transportation Board","AVIAR COMMERCIAL SPACE PLANNING & DESIGN INC",-55.15
"Surface Transportation Board","ROBINS & MORTON GROUP THE",-49085
"Technology Transformation Service","TWILIO INC",985000
"Technology Transformation Service","AMERICAN ASSOCIATION OF MOTOR VEHICLE ADMINISTRATORS THE",960000
"Technology Transformation Service","FEARLESS SOLUTIONS LLC",865000
"Technology Transformation Service","EKUBER VENTURES INC",788078.67
"Technology Transformation Service","ETHOS STRATEGIC CONSULTING LLC",671712
"Technology Transformation Service","TRUSSWORKS INC",635700
"Technology Transformation Service","CARAHSOFT TECHNOLOGY CORP",505784.54
"Technology Transformation Service","HACKERONE INC",385703
"Technology Transformation Service","TRUETANDEM LLC",376201.55
"Technology Transformation Service","ALAMO CITY ENGINEERING SERVICES INC",330372.47
"The Council of the Inspectors General on Integrity and Efficiency","AMERICAN UNIVERSITY",480000
"The Council of the Inspectors General on Integrity and Efficiency","CANTON GROUP LIMITED LIABILITY COMPANY THE",214034.95
"The Council of the Inspectors General on Integrity and Efficiency","TECHANAX LLC",77799.42
"The Council of the Inspectors General on Integrity and Efficiency","APPLY SYNERGIES LLC",44975
